id,name,description,image,category
IE.456a,Khoảng cách đến trạm dừng nghỉ,Chỉ dẫn khoảng cách đến nơi đỗ xe trong trạm dừng nghỉ được lắp đặt cùng với biển chỉ dẫn đến trạm dừng nghỉ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vietnam_road_sign_IE456a.svg/1024px-Vietnam_road_sign_IE456a.svg.png,5
IE.456b,Hướng rẽ đến trạm dừng nghỉ,"Chỉ dẫn hướng rẽ vào trạm dừng nghỉ, đặt cách nút giao vào trạm dừng nghỉ khoảng 150 m.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Vietnam_road_sign_IE456b.svg/1024px-Vietnam_road_sign_IE456b.svg.png,5
IE.456c,Lối vào trạm dừng nghỉ,"Chỉ dẫn lối vào trạm dừng nghỉ, đặt ngay trước lối vào trạm dừng nghỉ.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Vietnam_road_sign_IE456c.svg/1024px-Vietnam_road_sign_IE456c.svg.png,5
IE.457a,Khoảng cách đến nơi đỗ xe trong trạm dừng nghỉ,Chỉ dẫn khoảng cách đến nơi đỗ xe trong trạm dừng nghỉ.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Vietnam_road_sign_IE457a.svg/1024px-Vietnam_road_sign_IE457a.svg.png,5
IE.457b,Hướng rẽ đến vị trí bãi đỗ xe trong trạm dừng nghỉ,Chỉ dẫn hướng rẽ đến vị trí bãi đỗ xe trong trạm dừng nghỉ.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Vietnam_road_sign_IE457b.svg/1024px-Vietnam_road_sign_IE457b.svg.png,5
IE.458,Khoảng cách đến các trạm dừng nghỉ tiếp theo,"Chỉ dẫn khoảng cách đến các trạm dừng nghỉ tiếp theo. Biển này được đặt tại vị trí ngay sau khi ra khỏi trạm dừng nghỉ, bên lề đường ",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Vietnam_road_sign_IE458.svg/1024px-Vietnam_road_sign_IE458.svg.png,5
IE.459a,"Khoảng cách đến khu tham quan, du lịch","Chỉ dẫn khoảng cách đến đến khu du lịch, khu danh lam thắng cảnh. Được đặt ở bên lề đường",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Vietnam_road_sign_IE459a.svg/1024px-Vietnam_road_sign_IE459a.svg.png,5
IE.459b,"Hướng rẽ vào khu tham quan, du lịch","Chỉ dẫn hướng rẽ vào khu tham quan, du lịch, đặt cách nút giao vào khu tham quan, du lịch khoảng 150 m.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Vietnam_road_sign_IE459b.svg/1024px-Vietnam_road_sign_IE459b.svg.png,5
IE.460a,Cột kilômét (một chữ số),Chỉ dẫn cột kilômét trên đường cao tốc đặt tại lề đường tương ứng với số ghi trên biển,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Vietnam_road_sign_IE460a.svg/1024px-Vietnam_road_sign_IE460a.svg.png,5
IE.460b,Cột kilômét (hai chữ số),Chỉ dẫn cột kilômét trên đường cao tốc đặt tại lề đường tương ứng với số ghi trên biển,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Vietnam_road_sign_IE460b.svg/1024px-Vietnam_road_sign_IE460b.svg.png,5
IE.460c,Cột kilômét (ba chữ số),Chỉ dẫn cột kilômét trên đường cao tốc đặt tại lề đường tương ứng với số ghi trên biển,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Vietnam_road_sign_IE460c.svg/1024px-Vietnam_road_sign_IE460c.svg.png,5
IE.461a,"Khoảng cách đến khu dịch vụ công cộng, giải trí","Các biển này chỉ được sử dụng khi có yêu cầu (định hướng cho người điều khiển phương tiện giao thông tới các nơi có phục vụ công cộng như sân bay, ga tàu hoả, bến xe khách, bến cảng, bến tàu thủy,… hay đến nơi có dịch vụ giải trí như sân gôn, khu câu cá, bãi tắm biển, khu rừng sinh thái. Biển này được lắp đặt bên lề đường, gần khu vực nút giao rẽ vào nơi cung cấp dịch vụ.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Vietnam_road_sign_IE461a.svg/1024px-Vietnam_road_sign_IE461a.svg.png,5
IE.461b,"Hướng rẽ đến khu dịch vụ công cộng, giải trí","Các biển này chỉ được sử dụng khi có yêu cầu (định hướng cho người điều khiển phương tiện giao thông tới các nơi có phục vụ công cộng như sân bay, ga tàu hoả, bến xe khách, bến cảng, bến tàu thủy,… hay đến nơi có dịch vụ giải trí như sân gôn, khu câu cá, bãi tắm biển, khu rừng sinh thái. Biển này được lắp đặt bên lề đường, gần khu vực nút giao rẽ vào nơi cung cấp dịch vụ.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Vietnam_road_sign_IE461b.svg/1024px-Vietnam_road_sign_IE461b.svg.png,5
IE.461c,Hướng rẽ vào khu dịch vụ công cộng,"Các biển này chỉ được sử dụng khi có yêu cầu (định hướng cho người điều khiển phương tiện giao thông tới các nơi có phục vụ công cộng như sân bay, ga tàu hoả, bến xe khách, bến cảng, bến tàu thủy,… hay đến nơi có dịch vụ giải trí như sân gôn, khu câu cá, bãi tắm biển, khu rừng sinh thái. Biển này được lắp đặt bên lề đường, gần khu vực nút giao rẽ vào nơi cung cấp dịch vụ.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Vietnam_road_sign_IE461c.svg/1024px-Vietnam_road_sign_IE461c.svg.png,5
IE.461d,Hướng rẽ vào khu giải trí,Chỉ dẫn hướng rẽ để đi vào khu vực giải trí.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Vietnam_road_sign_IE461d.svg/1024px-Vietnam_road_sign_IE461d.svg.png,5
IE.462,Tần số trên sóng radio,Biển chỉ dẫn thể hiện tần số sóng radio để phát thông tin thời tiết và các thông tin tiện ích liên quan đến giao thông trên đường cao tốc.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Vietnam_road_sign_IE462.svg/1024px-Vietnam_road_sign_IE462.svg.png,5
IE.463a,Khoảng cách đến trạm kiểm tra tải trọng xe,Chỉ dẫn khoảng cách đến trạm kiểm tra tải trọng xe.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Vietnam_road_sign_IE463a.svg/1024px-Vietnam_road_sign_IE463a.svg.png,5
IE.463b,Hướng rẽ vào nơi đặt trạm kiểm tra tải trọng xe,Chỉ dẫn hướng rẽ vào nơi đặt trạm kiểm tra tải trọng xe.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Vietnam_road_sign_IE463b.svg/1024px-Vietnam_road_sign_IE463b.svg.png,5
IE.463c,Lối vào trạm kiểm tra tải trọng xe,Chỉ lối vào trạm kiểm tra tải trọng xe được đặt ở nút giao giữa đường cao tốc và đường vào trạm kiểm tra tải trọng xe.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Vietnam_road_sign_IE463c.svg/1024px-Vietnam_road_sign_IE463c.svg.png,5
IE.465,Địa điểm và khoảng cách,"Chỉ dẫn địa điểm và khoảng cách, bao gồm hai hoặc ba dòng mang tên của đích đến và khoảng cách tới đích đó tính bằng kilômét. Dòng thứ nhất (dòng trên cùng) xác định vị trí nút giao đến địa danh gần nhất. Dòng thứ hai (nếu có) xác định khoảng cách đến khu du lịch giải trí hoặc đầu mối giao thông lớn. Dòng thứ ba (dòng cuối cùng) chỉ dẫn khoảng cách đến thành phố lớn (cấp cao nhất) mà tuyến đường đi qua. Biển này được đặt ở bên lề đường ngay khi vào đường cao tốc và sẽ được lặp lại với khoảng cách lớn hơn 10 km.",http://batgt.camau.gov.vn/gallery/22-06-2017(6)3.png,5
IE.466,Sơ đồ lối ra một chiều,"Chỉ dẫn sơ đồ lối ra một chiều tại tất cả các nút giao trên đường cao tốc, được bố trí ở trên giá long môn.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Vietnam_road_sign_IE466.svg/1024px-Vietnam_road_sign_IE466.svg.png,5
IE.467a,Nhập làn,Được sử dụng để chỉ dẫn cho người điều khiển phương tiện giao thông biết trước sắp đến vị trí nhập làn xe.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Vietnam_road_sign_IE467a.svg/1024px-Vietnam_road_sign_IE467a.svg.png,5
IE.467b,Vị trí nhập làn xe,Biển chỉ dẫn vị trí nhập làn được đặt bên lề đường gần vị trí nút giao tại điểm nhập làn xe.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Vietnam_road_sign_IE467b.svg/1024px-Vietnam_road_sign_IE467b.svg.png,5
IE.468a,"Chướng ngại vật phía trước, đi theo hướng bên trái",Chỉ dẫn chướng ngại vật phía trước để báo cảnh báo phía trước có sự cản trở lưu thông bình thường (nằm bên trong phần xe chạy hay ngay sát phần đường xe chạy) và chỉ dẫn hướng đi qua đó cần đặt biển.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Vietnam_road_sign_IE468a.svg/1024px-Vietnam_road_sign_IE468a.svg.png,5
IE.468b,"Chướng ngại vật phía trước, đi được cả 2 hướng",Chỉ dẫn chướng ngại vật phía trước để báo cảnh báo phía trước có sự cản trở lưu thông bình thường (nằm bên trong phần xe chạy hay ngay sát phần đường xe chạy) và chỉ dẫn hướng đi qua đó cần đặt biển.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Vietnam_road_sign_IE468b.svg/1024px-Vietnam_road_sign_IE468b.svg.png,5
IE.468c,"Chướng ngại vật phía trước, đi theo hướng bên phải",Chỉ dẫn chướng ngại vật phía trước để báo cảnh báo phía trước có sự cản trở lưu thông bình thường (nằm bên trong phần xe chạy hay ngay sát phần đường xe chạy) và chỉ dẫn hướng đi qua đó cần đặt biển.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Vietnam_road_sign_IE468c.svg/1024px-Vietnam_road_sign_IE468c.svg.png,5
IE.469a,Hướng rẽ phải,"Chỉ dẫn hướng rẽ để nhắc người điều khiển phương tiện chuẩn bị đổi hướng đi khi sắp vào đường cong nguy hiểm, có bán kính cong nhỏ.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Vietnam_road_sign_IE469a.svg/1024px-Vietnam_road_sign_IE469a.svg.png,5
IE.469b,Hướng rẽ trái,"Chỉ dẫn hướng rẽ để nhắc người điều khiển phương tiện chuẩn bị đổi hướng đi khi sắp vào đường cong nguy hiểm, có bán kính cong nhỏ.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Vietnam_road_sign_IE469b.svg/1024px-Vietnam_road_sign_IE469b.svg.png,5
IE.470,Số điện thoại khẩn cấp,"Cung cấp số điện thoại khẩn cấp cho người điều khiển phương tiện giao thông trong trường hợp khẩn cấp, xảy ra sự cố, tai nạn trên đường cao tốc. Biển này được lắp đặt bên lề đường.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Vietnam_road_sign_IE470.svg/1024px-Vietnam_road_sign_IE470.svg.png,5
IE.471,Giữ khoảng cách lái xe an toàn,Biển này thông báo cho người điều khiển phương tiện biết để giữ khoảng cách lái xe an toàn khi lưu thông trên đường cao tốc.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Vietnam_road_sign_IE471.svg/1024px-Vietnam_road_sign_IE471.svg.png,5
IE.472a,Khoảng cách đến trạm thu phí,Được đặt cách trạm thu phí với một khoảng cách phù hợp nhằm thông báo cho người điều khiển phương tiện biết trước chuẩn bị đến trạm thu phí.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Vietnam_road_sign_IE472a.svg/1024px-Vietnam_road_sign_IE472a.svg.png,5
IE.472b,Trạm thu phí,"Được đặt ở trạm thu phí, thông báo cho người điều khiển phương tiện biết trước chuẩn bị đến trạm thu phí.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Vietnam_road_sign_IE472b.svg/1024px-Vietnam_road_sign_IE472b.svg.png,5
IE.472c,Thu phí không dừng,"Thông báo làn đường áp dụng hệ thống thu phí tự động, không cần dừng xe.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Vietnam_road_sign_IE472c.svg/1024px-Vietnam_road_sign_IE472c.svg.png,5
IE.472d,Rút thẻ,Hướng dẫn lái xe rút thẻ tại trạm thu phí.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Vietnam_road_sign_IE472d.svg/1024px-Vietnam_road_sign_IE472d.svg.png,5
IE.472e,Thu phí,Thông báo khu vực thu phí đường bộ.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Vietnam_road_sign_IE472e.svg/1024px-Vietnam_road_sign_IE472e.svg.png,5
IE.473,Giảm tốc độ,Cảnh báo cho người điều khiển phương tiện chú ý lái xe và giảm tốc độ tại khu vực có nguy cơ mất an toàn giao thông.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Vietnam_road_sign_IE473.svg/1024px-Vietnam_road_sign_IE473.svg.png,5
IE.474,Lối ra đường cao tốc,"Chỉ dẫn lối ra đường cao tốc, được đặt bên lề đường hoặc trên giá kiểu khung tại vị trí trước lối ra đường cao tốc.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Vietnam_road_sign_IE474.svg/1024px-Vietnam_road_sign_IE474.svg.png,5
S.501,Phạm vi tác dụng của biển,Để thông báo chiều dài đoạn đường nguy hiểm hoặc cấm hoặc hiệu lệnh hoặc hạn chế bên dưới một số biển báo chính) Chiều dài đoạn nguy hiểm hoặc cấm hoặc hạn chế ghi theo đơn vị mét (m) và lấy chẵn đến hàng chục mét.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Vietnam_road_sign_S501.svg/1024px-Vietnam_road_sign_S501.svg.png,6
S.502,Khoảng cách đến đối tượng báo hiệu,Để thông báo khoảng cách thực tế từ vị trí đặt biển đến đối tượng báo hiệu ở phía trước. Con số trên biển ghi theo đơn vị mét (m) và lấy chẵn đến hàng chục mét.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Vietnam_road_sign_S502.svg/1024px-Vietnam_road_sign_S502.svg.png,6
S.503a,Hướng tác dụng của biển (bên phải),"Các biển số 503(a,b,c) đặt bên dưới các biển báo cấm, biển hiệu lệnh để chỉ hướng tác dụng của biển là hướng vuông góc với chiều đi.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Vietnam_road_sign_S503a.svg/1024px-Vietnam_road_sign_S503a.svg.png,6
S.503b,Hướng tác dụng của biển (cả hai bên),"Các biển số 503(a,b,c) đặt bên dưới các biển báo cấm, biển hiệu lệnh để chỉ hướng tác dụng của biển là hướng vuông góc với chiều đi.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Vietnam_road_sign_S503b.svg/1024px-Vietnam_road_sign_S503b.svg.png,6
S.503c,Hướng tác dụng của biển (bên trái),"Các biển số 503(a,b,c) đặt bên dưới các biển báo cấm, biển hiệu lệnh để chỉ hướng tác dụng của biển là hướng vuông góc với chiều đi.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Vietnam_road_sign_S503c.svg/1024px-Vietnam_road_sign_S503c.svg.png,6
S.503d,Hướng tác dụng của biển (phía trước),"Các biển số 503(d,e,f) đặt bên dưới biển Cấm quay xe, Cấm dừng đỗ xe… để chỉ hướng tác dụng của biển là hướng song song với chiều đi.",https://anhsangviet.net/uploads/data/5149/files/products/Bien-bao-giao-thong/503d.jpg,6
S.503e,Hướng tác dụng của biển (cả trước và sau),"Các biển số 503(d,e,f) đặt bên dưới biển Cấm quay xe, Cấm dừng đỗ xe… để chỉ hướng tác dụng của biển là hướng song song với chiều đi.",https://anhsangviet.net/uploads/data/5149/files/products/Bien-bao-giao-thong/503-1.jpg,6
S.503f,Hướng tác dụng của biển (phía sau),"Các biển số 503(d,e,f) đặt bên dưới biển Cấm quay xe, Cấm dừng đỗ xe… để chỉ hướng tác dụng của biển là hướng song song với chiều đi.",https://anhsangviet.net/uploads/data/5149/files/products/Bien-bao-giao-thong/503f.jpg,6
S.504,Làn đường,Đặt bên trên làn đường và dưới các biển báo cấm và biển hiệu lệnh hay bên dưới đèn tín hiệu để chỉ làn đường chịu hiệu lực của biển báo hay đèn tín hiệu.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Vietnam_road_sign_S504.svg/1024px-Vietnam_road_sign_S504.svg.png,6
S.505a,Loại xe,"Đặt bên dưới các biển báo cấm và biển hiệu lệnh hay biển chỉ dẫn để chỉ loại xe chịu hiệu lực của biển báo cấm, biển hiệu lệnh hay biển chỉ dẫn. Tùy theo loại xe chịu hiệu lực mà bố trí hình vẽ cho phù hợp.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Vietnam_road_sign_S505a.svg/1024px-Vietnam_road_sign_S505a.svg.png,6
S.505b,Loại xe hạn chế qua cầu,"Được đặt bên dưới biển báo số 106a ""Cấm ôtô tải"" để chỉ các loại xe tải chịu hiệu lực của biển báo và trọng lượng lớn nhất cho phép (bao gồm trọng lượng xe và hàng) tương ứng với mỗi loại xe không phụ thuộc vào số lượng trục.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Vietnam_road_sign_S505b.svg/1024px-Vietnam_road_sign_S505b.svg.png,6
Để thông báo chiều dài đoạn đường nguy hiểm hoặc cấm hoặc hiệu lệnh hoặc hạn chế bên dưới một số biển báo chính) Chiều dài đoạn nguy hiểm hoặc cấm hoặc han chế ghi theo đơn vị mét (m) và lấy chẫn đến hàng chục mét.,Tải trọng trục hạn chế qua cầu,"Được đặt bên dưới biển báo P.106a ""Cấm ôtô tải"" để chỉ các loại xe tải có tải  trọng  trục  lớn nhất cho phép tương ứng với mỗi loại  trục (trục đơn, trục kép, trục ba).",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Vietnam_road_sign_S505c.svg/1024px-Vietnam_road_sign_S505c.svg.png,6
S.506a,Hướng đường ưu tiên,Được đặt bên dưới biển chỉ dẫn I.401 trên đường ưu tiên để chỉ dẫn cho người lái xe trên đường này biết hướng đường ưu tiên ở ngã tư.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Vietnam_road_sign_S506a.svg/1024px-Vietnam_road_sign_S506a.svg.png,6
S.506b,Hướng đường ưu tiên,Biển số S.506b được đặt bên dưới biển W.208 và biển P.122 trên đường không ưu tiên để chỉ dẫn cho người lái xe trên đường này biết hướng đường ưu tiên ở ngã tư.,https://anhsangviet.net/uploads/data/5149/files/products/Bien-bao-giao-thong/506b.jpg,6
S.507,Hướng rẽ,Được sử dụng độc lập để báo trước cho người tham gia giao thông biết chuẩn bị đến chỗ rẽ nguy hiểm và để chỉ hướng rẽ.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Vietnam_road_sign_S507.svg/1024px-Vietnam_road_sign_S507.svg.png,6
S.508,Biểu thị thời gian,"Được đặt dưới biển báo cấm hoặc biển hiệu lệnh nhằm quy định phạm vi thời gian hiệu lực của các biển báo cấm, biển hiệu lệnh cho phù hợp yêu cầu.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Vietnam_road_sign_S508b.svg/1024px-Vietnam_road_sign_S508b.svg.png,6
S.509a,Chiều cao an toàn,"Để bổ sung cho biển số W.239a ""Đường cáp điện ở phía trên"", phải đặt biển S.509a ""Chiều cao an toàn"" bên dưới biển số W.239a, biển này chỉ rõ chiều cao cho các phương tiện đi qua an toàn.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Vietnam_road_sign_S509a.svg/1024px-Vietnam_road_sign_S509a.svg.png,6
S.509b,Cấm đỗ xe,"Để bổ sung cho biển P.130 ""Cấm dừng, đỗ xe"", biển P.131 (a,b,c) ""Cấm đỗ xe""",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Vietnam_road_sign_S509b.svg/1024px-Vietnam_road_sign_S509b.svg.png,6
S.510,Chú ý đường trơn có băng tuyết,"Để cảnh báo đường trơn, có tuyết trong những ngày trời tuyết",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Vietnam_road_sign_S510.svg/1024px-Vietnam_road_sign_S510.svg.png,6
V.1.1,"Vạch phân chia hai chiều xe chạy, dạng vạch đơn, đứt nét",Dùng để phân chia hai chiều xe chạy ngược chiều nhau. Xe được phép cắt qua để sử dụng làn ngược chiều từ cả hai phía.,https://sathachmophong.com/wp-content/uploads/2022/12/Vach-1.1.png,7
V.1.2,"Vạch phân chia hai chiều xe chạy, dạng vạch đơn, nét liền","Dùng để phân chia hai chiều xe chạy ngược chiều, xe không được lấn làn, không được đè lên vạch.",https://sathachmophong.com/wp-content/uploads/2022/12/Vach-1.2.png,7
V.1.3,"Vạch phân chia hai chiều xe chạy, dạng vạch đôi, nét liền","Dùng để phân chia hai chiều xe chạy ngược chiều, xe không được lấn làn, không được đè lên vạch.",https://sathachmophong.com/wp-content/uploads/2022/12/Vach-1.3.png,7
V.1.4,"Vạch phân chia hai chiều xe chạy, dạng vạch đôi gồm một vạch nét liền, một vạch nét đứt",Dùng để phân chia hai chiều xe chạy ngược chiều. Xe trên làn đường tiếp giáp với vạch đứt nét được phép cắt qua và sử dụng làn ngược chiều khi cần thiết; xe trên làn đường tiếp giáp với vạch liền nét không được lấn làn hoặc đè lên vạch.,https://sathachmophong.com/wp-content/uploads/2022/12/Vach-1.4.png,7
V.1.5,Vạch xác định ranh giới làn đường có thể thay đổi hướng xe chạy,"Dùng để xác định ranh giới làn đường có thể thay đổi hướng xe chạy trên đó theo thời gian. Hướng xe chạy ở một thời điểm trên làn đường có thể đổi chiều được quy định bởi người điều khiển giao thông, tín hiệu đèn, biển báo hoặc các báo hiệu khác phù hợp.",https://cdn.luatvietnam.vn/uploaded/Images/Original/2020/07/29/1.5_2907141943.jpg,7
V.2.1,"Vạch phân chia các làn xe cùng chiều, dạng vạch đơn, đứt nét","Dùng để phân chia các làn xe cùng chiều. Trong trường hợp này, xe được phép thực hiện việc chuyển làn đường qua vạch 2.1.",https://cdn.luatvietnam.vn/uploaded/Images/Original/2020/07/06/2.1_0607125744.jpg,7
V.2.2,"Vạch phân chia các làn xe cùng chiều, dạng vạch đơn, liền nét","Dùng để phân chia các làn xe cùng chiều trong trường hợp không cho phép xe chuyển làn hoặc sử dụng làn khác; xe không được lấn làn, không được đè lên vạch.",https://cdn.luatvietnam.vn/uploaded/Images/Original/2020/07/06/2.2_0607125744.jpg,7
V.2.3,Vạch giới hạn làn đường dành riêng hoặc làn đường ưu tiên,"Vạch giới hạn làn đường dành riêng cho một loại xe cơ giới nhất định (vạch liền nét), các loại xe khác không được đi vào làn xe này trừ những trường hợp khẩn cấp theo Luật Giao thông đường bộ.
Vạch giới hạn làn đường ưu tiên cho một loại xe cơ giới nhất định (vạch đứt nét), các xe khác có thể sử dụng làn đường này nhưng phải nhường đường cho xe được ưu tiên sử dụng làn khi xuất hiện loại xe này trên làn xe.
Xe trên làn đường dành riêng hoặc làn đường ưu tiên có thể cắt qua các vạch này khi làn đường hoặc phần đường xe chạy liền kề không cấm sử dụng loại xe này.",https://cdn.luatvietnam.vn/uploaded/Images/Original/2020/07/06/2.3_0607125744.jpg,7
V.2.4,"Vạch phân chia các làn xe cùng chiều, dạng vạch kép (một vạch liền, một vạch đứt nét)","Dùng để phân chia các làn xe cùng chiều, xe trên làn đường tiếp giáp với vạch đứt nét được phép cắt qua khi cần thiết; xe trên làn đường tiếp giáp với vạch liền nét không được lấn làn hoặc đè lên vạch.",https://cdn.luatvietnam.vn/uploaded/Images/Original/2020/07/06/2.4_0607125744.jpg,7
V.3.1,Vạch giới hạn mép ngoài phần đường xe chạy hoặc vạch phân cách làn xe cơ giới và làn xe thô sơ,"Để xác định mép ngoài phần đường xe chạy; hoặc phân cách làn xe cơ giới và xe thô sơ, xe chạy được phép đè lên vạch khi cần thiết và phải nhường đường cho xe thô sơ.",http://batgt.camau.gov.vn/gallery/30-05-2017(7)3.png,7
V.4.2,Vạch kênh hóa dòng xe dạng chữ V,"Dùng để giới hạn các phần mặt đường không sử dụng cho xe chạy mà sử dụng để kênh hóa các dòng giao thông giao thông trên đường. Khi vạch 4.2 được sử dụng, các phương tiện giao thông phải đi theo tuyến đường quy định, không được lấn vạch hoặc cắt qua vạch trừ những trường hợp khẩn cấp theo quy định tại Luật Giao thông đường bộ.",https://cdn.thuvienphapluat.vn//uploads/Hoidapphapluat/2024/PVHM/Thang7/0701/vach-xuong-ca.jpg,7
V.4.4,Vạch kẻ kiểu mắt võng,Được sử dụng để báo cho người điều khiển không được dừng phương tiện trong phạm vi phần mặt đường có bố trí vạch để tránh ùn tắc giao thông.,https://cdn.luatvietnam.vn/uploaded/Images/Original/2020/07/06/4.4_0607125744.jpg,7
V.7.6,Vạch chỉ dẫn sắp đến chỗ bố trí vạch đi bộ qua đường,Để báo hiệu sắp đến chỗ có bố trí vạch đi bộ qua đường; đặc biệt đối với các chỗ bố trí vạch đi bộ qua đường ở giữa đoạn đường nối hai nút để cảnh báo người lái xe phải nhường đường cho người đi bộ qua đường.,https://image.luatvietnam.vn/uploaded/twebp/images/original/2022/04/27/Screenshot_3_2704100504.jpg,7
V.7.8,Vạch xác định khoảng cách xe trên đường,"Dùng để xác định khoảng cách trên đường, giúp cho lái xe biết cần phải giãn cách cự ly để đảm bảo an toàn với xe chạy phía trước. Vạch thường được sử dụng trên đường ô tô cao tốc ở những nơi hay xảy ra tai nạn do vượt xe hoặc đâm va từ phía sau hoặc ở những vị trí có yêu cầu đặc biệt. Vạch được sử dụng kèm biển báo ghi khoảng cách giữa các vạch theo phương dọc đường.",https://sathachmophong.com/wp-content/uploads/2022/12/Vach-7.8.png,7
V.9.2,Vạch quy định vị trí dừng đỗ của phương tiện giao thông công cộng trên đường,"Quy định vị trí dừng xe của các phương tiện vận tải hành khách công cộng trên đường như xe buýt, xe tắc xi... Các loại phương tiện khác và người đi bộ không được dừng, đồ trong phạm vi kẻ vạch và trong khoảng cách 15m từ vị trí vạch về hai phía theo phương dọc đường.",https://sathachmophong.com/wp-content/uploads/2022/12/Vach-9.2.png,7
V.9.3,Vạch mũi tên chỉ hướng trên mặt đường,"Vạch mũi tên chỉ hướng trên mặt đường được sử dụng để chỉ hướng xe phải đi, mũi tên chỉ hướng chủ yếu sử dụng ở các nút giao có tách nhập làn và trên đường có nhiều làn xe, mũi tên cũng có thể được sử dụng cho các phần đường xe chạy 1 chiều để xác nhận hướng giao thông.",https://sathachmophong.com/wp-content/uploads/2022/12/Vach-9.3.png,7
